Id,Predicted
184522,705786.7583660497
92974,396277.94628046406
8857,374314.0208123205
27895,303875.91602234263
156181,664753.2258031284
41834,536466.6048159674
157391,567515.2298430414
143702,525506.5844388767
185912,810208.6544663464
11229,332043.16544853244
41300,423968.02532796515
72247,514125.3083046684
83180,571008.4088997864
148335,612355.616974216
7890,482686.6851671678
135138,607114.1125291628
27131,371078.70356806694
166558,670385.2742157676
131032,544360.721619362
74357,556765.4680854222
156049,475578.7686225143
69414,736171.4529088009
97276,480420.64246870345
82842,435196.9839090626
148527,531372.2331236815
144752,580422.0297753448
18175,404045.0316723855
11905,318836.01623514434
171029,613749.7269549873
59320,537659.9254732439
84110,441958.2744178171
78965,813471.0902685407
85951,623747.7311633211
163141,515039.85304299137
109999,581289.0847151759
147801,487976.2883619382
139213,570118.5883684321
126460,649380.214075082
28015,365710.1385062733
181431,778368.4263515314
52696,707506.4543988821
50605,374028.1893207147
165242,621771.1556986421
48813,287767.48199469224
110483,632885.9761882881
89306,471563.0312074614
133442,527566.4568668529
65829,582492.395853682
87579,415476.9091060981
91465,612156.1788048302
73701,559815.1072839955
15530,471334.84619719815
18230,414779.2932057888
97193,620880.3771389709
166625,673618.1333122831
33195,518415.2944502048
136148,644524.1014919113
165033,702067.8072668905
21315,325733.6814017175
91814,356388.8275644928
16891,510688.1157387695
107918,688463.8412964176
79471,553257.9956514481
21862,554412.3367265221
67991,523027.7063729209
165486,580432.446741832
63600,520510.91435546894
110049,451256.6965507115
112307,506414.21415868215
10157,352415.43949251436
74635,566169.5357169276
25784,369843.56995533174
107059,569933.8475590418
30356,420990.9975249674
87516,644378.0460153879
10936,623131.449330403
88543,413517.17190058343
139877,573226.8651475324
42424,498020.32574356813
52670,584158.7300558975
166867,605547.5152834072
101107,607708.3653271887
76199,561577.8928309749
80888,464479.1470586951
9911,393537.55024229037
156640,556552.655214454
102356,410699.5177304642
48860,422113.39132383466
102849,679105.2613387662
138105,621861.0919396942
117983,485740.3045368823
93922,518200.7073370698
46238,296970.25799011625
59022,648217.8137773047
106646,578605.5558324703
120040,571001.5145277758
126172,487350.8240308482
168000,676221.1861741953
80749,515215.1741288048
131491,620476.8070855322
112112,616594.4672857067
47501,394080.0678156717
13728,223619.41324503627
101768,453860.4770444152
6316,357277.39161338145
126098,817523.4089741004
165,374231.12412030855
19524,489283.13097523665
150677,500032.85171978874
59379,449841.86911553005
74454,465008.8523404687
175450,768427.9147952017
89244,759956.8280386017
116506,502106.81595858233
147339,566492.6638390375
74001,695808.4348202427
90922,438908.7171206889
1820,527638.9958333108
110186,335110.7371390844
62682,444560.8279175814
89581,633629.732868955
137848,516723.3226610441
161798,509002.01057501324
170742,621042.0885321177
82918,550199.6924683736
37679,306694.7940518311
154926,466939.91755289957
149598,387407.8641618765
44725,363585.0657053534
90766,593981.7013859358
148899,552257.3509135572
126592,405629.7109379596
157908,506187.7704050862
113713,522550.1229321202
148870,693255.1533900164
165510,540618.866881723
101470,418966.25269130245
51743,394080.05758640263
27173,276835.0989091457
27812,383765.46887934534
95488,464262.2016234477
173154,681421.7166702291
121352,514905.1048525837
143803,476291.15236739954
63373,444937.4826480113
1386,317301.6290763328
163514,533657.4166507726
35643,361985.71780381724
120579,674764.2279259879
128369,541605.5226635304
141816,521043.2964332495
161838,587953.0373346312
71069,558742.6475517815
77131,595152.2347407271
17667,422069.61974243214
52148,501004.87704492453
72854,574719.835407218
102035,604246.3912663851
111359,537892.0607477208
17719,423117.6822662703
123306,431680.43220738927
161864,709382.0311111696
180849,686145.3218149147
160993,507931.97568362067
162321,467169.11093951156
46481,326134.3463382977
79814,501639.5346068386
137789,717392.2681756457
54212,344022.8728560535
33512,384213.88123843074
57246,812361.6698373649
183567,732344.3058638978
126709,505559.4227729081
38938,442583.10695888987
31497,491251.6376674031
43094,355930.90925187105
40278,370248.73065482127
174057,776288.9619044205
88538,422620.433803143
78488,656680.826993986
170729,599001.8474733736
173992,570592.8691827557
60975,392083.3211344527
54718,353394.68254737277
178130,784677.8175902674
133730,451553.0602419069
70033,734079.2276812689
43395,572250.1735885115
142569,491959.419106964
25880,364178.7473895573
139537,476435.59175628703
3465,529847.0872405325
40735,612111.7629575045
162957,587869.8505819617
83356,581476.914381789
32897,341548.9416115079
49245,362829.94050010527
60337,361564.1756200311
139769,722736.6857814235
52326,416482.2305884687
162813,770206.969936064
180789,678317.3122590482
49386,485287.2894347934
33541,386984.9076469741
159352,601679.3472823659
42027,446746.6982312752
155370,523969.5711653363
143725,622120.8289083252
131769,561667.3082215693
139885,584884.5832613441
93808,621988.4204843566
10639,364316.06625820464
168611,672312.5754402955
167653,721642.395138212
123170,468858.23592529166
139150,429304.53117842507
62622,537918.358934788
168689,825784.9081376093
18566,372369.7991582579
67121,319133.2569241426
119193,510222.60415782686
75320,563076.9916622643
185227,661034.9346463019
59316,532617.3919921713
42962,398906.584180098
51540,279762.4013545313
37927,341869.500898622
85155,374068.43432969647
148730,521569.69377978006
182768,704290.6419891114
21816,389967.38894059416
119821,551775.48826255
53803,408983.2136064493
75672,493353.15463735163
164062,652229.9420688874
9801,726273.9716997244
90516,576077.3007403421
126543,422934.5772137963
20563,301905.77634277707
173167,621472.4262849409
165546,713342.5735366694
140696,451777.60005960474
60885,438538.45825507026
71010,459221.5318057295
65245,516228.05646066414
7762,352883.7042796011
162332,568099.9664990306
132065,538986.2613445963
163315,628481.5997848581
94896,435360.35774269886
13990,517925.88368145935
86695,541380.6579031819
136032,853276.7320866776
181973,657929.3375313384
70720,929883.2008215571
176320,776255.2646079683
123988,649350.0536105521
75446,529998.3684445056
165520,523918.45808106335
95499,551340.3182444391
73362,467246.7810266814
115013,398996.4958673329
170250,600771.421571292
117752,537417.1858610567
120534,729879.9540895061
43110,339601.0527761285
173316,625133.6240193299
163348,777274.4317461657
167196,634092.9298099391
8539,630865.1444898597
57416,429577.68037718395
147688,536828.4860179527
48843,331253.0664380435
123483,521201.32730364613
91781,456002.2048720713
57502,295005.0806421507
41380,447250.6378690214
71368,574827.8306998461
90332,402741.34703422757
56200,438757.2208720036
59273,543638.0218898151
59528,742862.5150779686
142978,529508.198625329
62463,548745.2661978421
151089,379697.674080309
159388,485898.0074880817
15000,363592.77517767483
124030,466474.2657026546
146762,525879.144621578
32542,300189.6479458818
44504,446593.12607773347
154438,633774.0501465057
92711,484862.544113914
26861,444557.4364634799
154130,591516.0328833344
108177,573948.6879888992
85561,427285.7390082637
29523,353286.03990870714
162190,658025.0979176913
137744,534029.4096256746
141614,493921.71060870355
154095,662933.9050676627
177433,727818.9152644533
16212,346022.55898041883
138324,575431.9152107043
179772,799223.2129798536
80229,533461.5401399499
146601,599056.730822959
90354,443530.31253238814
16620,360517.2629393195
144520,576886.9407952144
43671,330807.61435586354
151379,566861.559898092
43516,398468.21321996767
114780,524783.4529175875
48679,486492.24427900044
23310,353863.40609442117
82078,816001.4362570206
161637,565022.1275051483
97266,481157.73608678207
25975,352760.88972982764
183280,723154.9236759506
143522,484079.83773380565
82873,461982.2238632082
111022,541490.7280623559
170004,504017.77703199117
149233,559533.0711305686
11335,288270.9987453576
178323,778633.6056963257
117545,529302.2080563498
104197,517279.9583487981
114280,509290.1936689089
30527,352960.8843121715
42651,439889.71046115225
123646,544669.8866757639
72689,506476.89981139963
78646,523175.10334046464
50032,309145.4888143055
167436,663274.6680005807
25911,354668.213305674
140037,575501.2366737584
117935,591825.2093593958
122922,494155.6929183197
28738,348864.369121172
129413,532588.4300253424
65411,530938.4134059981
20519,343972.34143540217
148799,583473.0280402345
96848,507057.22471950855
167854,532988.7527259514
90027,514035.8946837308
124583,472133.9622976468
123841,546164.8457608204
143815,564514.1665664278
100928,484512.856594326
64554,514884.16857825033
27802,296793.9427067968
55996,368324.2233320223
168480,599982.0993233495
18511,393092.3317086194
7174,398440.5308529753
107447,531049.2581064706
109945,531022.9980403506
109304,607255.1141450973
33225,306663.7549169115
31504,363683.6826192811
85162,367977.38814462395
164868,572188.3417571913
102092,554324.8970566578
5618,281880.7102296776
45425,434273.91603477206
127376,506337.14226175565
156938,579862.6386747207
127635,570331.3820252568
111774,696958.376982946
141311,715924.7928691707
68733,472772.4412077195
171431,609132.3552273004
57288,343839.2705873954
147560,634456.6246917588
83283,549374.8112477674
180470,693082.1255647847
85424,485101.35991595406
30049,384261.7111852714
138841,588233.9248030558
138637,479735.698716484
178178,801032.9691820294
69976,742574.016937736
139744,509797.63765831385
58256,347382.3979251459
104665,595604.0732001979
169191,624924.9645539732
55984,460836.61280094925
40354,425560.3075299086
59813,273081.90298005193
142178,478564.1260607154
104367,535129.0464062192
135075,530560.0408313838
16278,379598.6562298257
49191,464514.2880873801
95010,473006.4258291861
179668,647508.6423554751
111338,494238.249393167
76006,446778.5162046775
106534,558978.7379569807
78933,768095.3823809018
76196,610094.0340232532
110996,554755.4134883047
145016,651770.7243016362
133526,598154.7976274332
67069,597691.6284625009
77499,394038.7660848652
51668,684766.4068578454
64752,514072.84091548435
148430,501795.28609532956
63329,446103.2313610348
173406,632096.6126332562
79182,501345.1734410878
139963,518510.9381222511
119727,461847.6325364122
14184,374281.70624302747
63325,785847.8974017771
69906,722085.1043040724
150715,446649.6521818596
10423,378000.4488835549
13226,166337.92607525922
166355,610690.1013231026
162216,645579.1858812277
43071,389032.1561547471
103161,642090.8634769558
168506,614165.5035070516
30707,489798.876020445
54877,503878.18089492386
77637,447694.3756583142
54304,367869.0238070176
71775,572769.7139260946
116543,411182.9247507835
18877,424820.57441447256
98865,557082.6781569142
169535,604183.6496211449
155674,505695.06483814213
46410,385965.7147037806
25354,358551.64554084465
149242,473714.93833248597
156019,598597.4620361906
2372,217275.7819840461
167793,637561.6497969907
13539,378707.6325203241
96889,726040.520470609
12180,311511.3315441543
30975,537788.9611954717
142091,725723.6863933257
141417,632664.7304334771
88385,472805.2490346562
118140,547468.0688310023
130703,489740.1822853936
78738,515061.9489645567
31269,407660.13986197487
109042,513464.738528057
48367,503145.98986722715
169027,549624.5207622838
94564,437436.2753517623
69161,612243.4595295717
109455,646710.5662357337
102048,605294.7324731816
142061,553550.4534112066
80360,404775.5992303812
108330,480362.15725917974
45894,308201.224970174
184619,768066.5281346282
44807,374585.14323546784
86934,475159.9082677192
99343,487884.85804949934
168916,621160.0322053051
89276,655650.408858215
51815,388854.96725151036
125813,501978.3317762376
107171,479281.1210447857
154642,497767.4915692592
10072,348093.9075233266
68097,410840.8806161834
160821,582878.7186750057
19655,355764.2906405777
142752,506659.67110610986
36940,357248.3796348232
111126,550631.2255616924
596,319725.87969868304
71019,481488.58395226486
4479,288811.7956339633
55848,527835.8839005432
85188,567236.1555234403
125357,520404.82002809783
14647,289110.7378848125
162730,607773.1450561322
150653,490472.11613967037
120056,469999.23623149656
169156,682622.61383241
67935,676282.0769099831
174388,731027.7192250481
182913,677005.9111945522
54148,396246.03641093615
131866,666727.3832105501
149984,602344.3489676737
159985,566127.2263441305
95496,555803.560894974
112843,454706.45184475137
49524,413622.9280614974
27369,335786.4128589318
30825,469968.84527108865
169753,806934.87452765
92534,462811.26028321916
129225,555609.3798944005
13062,236809.84293927765
130722,603601.4229851328
134157,533505.8582456536
165859,639800.7135998365
66301,516942.7419040967
83618,521375.20676819514
107691,615987.522298824
105232,493352.0673121526
48298,553157.7330497769
40648,348667.50012359396
71976,559955.1394865043
72896,677350.3048930932
74551,472452.44700322114
44973,375155.23982970836
29347,401974.2501365519
141919,615177.7106868615
106300,514687.39591561817
131980,531214.9701981172
133141,526709.6814413206
3973,397239.1890652515
40519,372143.42728874506
180446,699965.0478422176
175025,643847.7121365839
75064,486894.1569979326
18793,420984.639189329
149491,484619.3743399461
154754,580667.5670404993
132371,466786.4012675821
134999,533961.7340430608
165322,703291.7524520895
108805,574967.6220330484
140691,485635.99137851456
156367,539744.2557995841
85858,686781.5980142439
152700,508063.37827750854
185104,708017.4976062132
70218,524057.33094776
10393,355627.92098807637
165123,662113.8115324648
55106,459079.073783563
88369,515085.30957817193
41779,598208.3235634556
130816,381767.02514319494
31211,416686.1814320921
166757,696008.3635283299
108437,537323.6816958501
185814,715076.9282360054
73304,466850.7915613833
148656,567089.9847865123
84559,474951.1026984961
151222,560840.2997129699
2069,213367.7496616193
182640,731217.4410254955
157520,595369.9661791166
153201,565499.0968416962
51319,469872.9493901497
167197,619469.3211567439
56328,718831.0553654577
7586,356831.42885371856
4962,658417.7021941384
17286,331526.8937265994
17996,374028.74764178554
136652,554679.2612918126
107533,521209.50481378566
35676,331572.6610121522
63528,502035.3148974315
88024,542483.7356204577
92245,549478.3177087931
121431,480645.0319010364
117675,500039.8879524744
134315,664404.9288105583
80382,413609.7112304326
5676,318515.67113501485
85834,478483.8099281895
7544,344732.6151471697
76545,514027.14299237914
182269,731414.7189412848
115301,435974.8569656317
184499,637861.4316959209
89274,816622.683483603
96978,557285.3066043323
22476,349946.7823443683
43684,396036.21968383295
103852,498142.1342139086
6660,329511.24017931195
149136,615756.5994033185
55623,410069.00219310774
154963,492765.25242309086
118607,535755.9275476956
66046,513089.27595708566
50815,472925.5441002608
88378,595493.1034749886
47559,436067.53237892827
96116,517889.12399760354
31651,330168.87894245284
141186,680916.0217527305
142321,769636.2297225012
47123,316593.6326091974
176333,672848.3291345658
3011,390049.5988731524
68006,632112.0444363584
183387,635737.1663983818
36465,352487.4370610053
39670,314739.14404808264
173044,626686.1968971463
7197,377719.25976989
35841,355281.3443619432
185880,781113.8879023208
64929,842683.8796259593
99553,607080.9195932378
59246,332390.8111281842
122401,447998.25677019265
5750,324529.8182294215
54602,358382.47376586497
57503,319846.7697834689
139988,536782.7905713571
61441,763535.3497246443
3816,420561.89576825313
157223,605258.1220766506
45836,354002.3417026
155755,501469.2141787112
1314,278860.71035736846
172283,640666.5149622122
183939,792856.8601349522
102449,556816.0272433269
130038,438110.6940859533
69337,707750.5900800587
59437,377873.93536229385
100231,515594.1942726928
184320,715601.6083375574
121624,516442.6351923393
175778,622579.7657009298
49838,328941.0537865376
112596,436290.1780351205
92825,724611.3801674535
3175,585405.5246354397
20599,342429.26396132354
90059,568631.3734763381
8718,302921.0734239323
56904,708576.5842775465
140415,478058.9837209168
45486,441067.9360377914
72264,546128.8097036849
102129,561389.5155815165
5083,460195.0680265124
23403,445237.701854561
57581,711774.177767945
165475,538233.1603074023
88985,548676.2319844118
30967,519460.9060660517
19270,421027.3453351171
39924,320717.26678788196
52520,499710.3401247789
151658,440179.60891491827
145774,627412.2749573039
52004,362310.47593062604
109232,433622.1043954147
32071,343104.32940181205
421,287329.556704808
150070,614635.0096466145
157555,499175.5623758328
141514,477897.061877511
137558,641251.6453765742
155571,508306.5567907044
162016,576109.205074016
47743,398069.1640407201
42863,463237.78764258977
60316,492964.3731581131
119376,655322.9800269878
96534,482141.33454918815
97787,558770.6759966258
46854,352190.7382338047
131197,508015.50835319236
45750,465641.64523118036
75580,565608.4015764883
122938,602663.1671706983
24952,333202.58218074543
8713,281702.42679564375
29044,352775.05523142545
33794,440385.0957599287
155354,633049.9070478836
174630,737376.9820417566
357,231959.74200001964
52446,459671.5199525147
173530,618429.8122472842
9167,342010.0067253029
2712,279017.806175326
34228,484288.24542122846
14795,327839.90368845034
101108,639536.3817167822
182805,664200.6664898628
101314,461974.4324889425
71207,486137.3907184084
24463,414468.6063435497
161441,531041.1421147822
62066,437689.3112457921
140608,541845.4593156213
9901,355618.6019990952
167009,559778.8024913315
70131,412541.5171014019
111696,648669.9901161492
69883,792356.9422066384
68434,446468.906249329
10786,343041.2051420817
104011,586076.9387284019
108425,531232.7712794035
120804,505916.8092196416
26582,445814.1747619603
20975,494679.0526570049
134633,629521.4069076651
97941,519573.7725478625
107642,584077.0207328242
161902,558834.4398165927
100312,793748.2542129843
95448,552679.4385924358
21815,357548.6193532357
149382,735179.0499768155
74108,722129.6439841702
123994,627607.1113288216
146443,542228.088218811
108700,464696.6242224765
22001,487329.25408688607
74783,440597.61332353344
119865,438609.68180398364
141913,546951.8876829995
74995,565741.9780379427
135235,375048.4730968112
48589,386452.77111564483
914,263589.23896065215
119943,470338.63608968025
99440,411574.35367501015
144341,757954.9983097855
97930,603759.1450508675
90951,410388.4228728106
131041,515432.5913799815
84731,600458.4303117855
135546,603683.2376055941
127448,528892.8482885454
61300,356309.64406230627
63131,445047.76062183455
25238,409665.0683372002
180340,646405.2967169965
99506,425967.89748085756
183854,686675.58706119
94910,533931.5742312344
44500,344179.0464270185
63085,439178.865517864
164640,580443.4782084757
16313,408852.4887835593
132985,512556.41043068515
101842,500974.63294460485
5938,525870.5797957745
44937,393853.0857649348
